,id,user_name,user_followers,user_verified,date,text,retweets,favorites,is_retweet
0,1451638768654426114,The Rod Pedersen Show,10523,False,2021-07-26 19:57:07,"""That's how the game is now. It's fast and physical"" - Steve Kook @HuskiesWHKY @HuskieAthletics 

Female hockey is… https://t.co/LKh4o4v0ue",0,5,False
0,1451631023658344451,a,528,False,2021-07-26 19:26:20,he’s literally training for an olympic golfing game cus girl hes been on that course more than his hotel https://t.co/NbkGMwPDqz,0,8,False
0,1451607987508949001,IIHF,191720,True,2021-07-26 17:54:48,Female game officials came one step closer to call games in the NHL. We had a chat with former #Olympic &amp;… https://t.co/vqQrtQUf25,8,56,False
0,1451607521806929922,Al Leslie,1303,False,2021-07-26 17:52:57,Saline Track and Field community we are honoring @Steven_Bastien Saline’s first Olympic athlete during 1/2 time of… https://t.co/myiN3fdgcH,6,47,False
0,1451607201999572992,🌞கனலி🌞,3493,False,2021-07-26 17:51:41,@BbfanCapricorn Blind haters for reason. Today src supported Anee to give pin to sunny. But they won't speak that .… https://t.co/xBsUU9hBzg,0,8,False
0,1451597806427250696,shu 👩‍💻 translations pinned,214,False,2021-07-26 17:14:21,"Huang/Zheng post match interview 
#DenmarkOpen2021
HDP: We lacked confidence in the first game knowing we were up a… https://t.co/3RaU83RQZ7",9,33,False
0,1451580262391824389,Badminton Talk,442680,True,2021-07-26 16:04:38,"First defeat for Greysia Polii/Apriyani Rahayu in their last 14 matches, first since the Olympic Games.

Rest well… https://t.co/JlOKI46Eo9",944,4686,False
0,1451576188414144513,Kurt Blumenau,219,False,2021-07-26 15:48:26,"A new @sabrgames jawn is posted. This one, about a 21-17 slopfest, is almost unreadable ... even more so than my us… https://t.co/AiTFOMZx7O",0,4,False
0,1451548598508965889,Global Saskatoon,42053,True,2021-07-26 13:58:49,"WATCH: After Olympic golds and Stanley Cups, Mike Babcock joins @SaskMorningNews to talk about his first game coach… https://t.co/rR9aSOM31w",10,45,False
0,1451538446514802696,@InstigatingPod,9,False,2021-07-26 13:18:28,"Season 1 Episode 2 is LIVE!

This week we chat with Shawn Cottrill of @TeamCottrill on the Pinty's Grand Slam and O… https://t.co/CINdLDYWAA",4,4,False
0,1451498739315642371,Roastbeef,229,False,2021-07-26 10:40:41,"Need to make the baloon darts game an olympic sport!

#Taskmaster #100episode
@AlexHorne @gdavies",0,7,False
0,1451495525363093529,Alexander Isora 🦄,1593,False,2021-07-26 10:27:55,"@naval ""Getting rich is an Olympic sport discipline. Putting your life on the altar of such a major accomplishment… https://t.co/BzLvEzkRGd",0,10,False
0,1451474350876602368,Emma Sanders,19922,True,2021-07-26 09:03:46,"Personally think this is really disappointing. There were 77,768 for the Germany game in Nov 2019, also 45,619 vs G… https://t.co/W92Sdh5VgS",6,78,False
0,1451456606676291586,"Russian Embassy, IDN",15510,True,2021-07-26 07:53:16,"Lev #Yashin also played a game against #Indonesia🇮🇩 in Olympic Games in #Melbourne in 1956, where the #USSR team wo… https://t.co/h3czP6lPVR",1,4,False
0,1451379050535133185,CTV News,1188492,True,2021-07-26 02:45:05,"Canadian women's hockey team kicks off nine-game, pre-Olympic series against U.S. https://t.co/DASmCAj7YT https://t.co/K7miQCuSAe",1,16,False
0,1451377056487460866,Sonic Stadium ✪ The Sonic the Hedgehog Community,29954,False,2021-07-26 02:37:10,"Sonic at the Olympic Games (mobile game) closes its online features and purchases in December.

You will get to kee… https://t.co/rNbhjMHgCQ",12,55,False
0,1451372318639341570,Duke of Ice Age,581,False,2021-07-26 02:18:20,@SOLBigBrain I couldn’t be more bullish on @TheCavemenClub project. Olympic dev team consistently over delivering o… https://t.co/TPpJoGacMt,1,16,False
0,1451364347700072448,Effex,636,False,2021-07-26 01:46:40,This is the company that owns @nWayPlayNFT Olympic Pin NFTs.  I’m still expecting big things once the Winter Olympi… https://t.co/Q3zHNgKTVA,4,12,False
0,1451355217153380362,Devin Heroux,55533,True,2021-07-26 01:10:23,"Game over. 

Gushue steals the 7th. It's a 6-2 final Gushue defeating Koe.

@TeamGushue hasn't lost a game yet this… https://t.co/ol7brjKfph",8,254,False
0,1451346970212061186,The Globe and Mail,1907040,True,2021-07-26 00:37:37,"Canadian women’s hockey team kicks off nine-game, pre-Olympic series against U.S. https://t.co/zBkAC9INUy",3,18,False
0,1451343292336115712,African Vision Sport & Education Development,303,False,2021-07-26 00:23:00,"Hiskel Tewelde #Eritrea|n National Marathon record Holder from Denden Club 
Participate in Rio 2016 Olympic in 5000… https://t.co/y0Fb9LdraE",19,35,False
0,1451342095764107271,Hayley Lewis 👑,13361,True,2021-07-26 00:18:14,"USA vs Korea Republic⚽️

USWNT wrapping up their post Olympic tour here in KC‼️

-AD Franch (Selina KS Native and K… https://t.co/vrCib5Tkqi",3,23,False
0,1451336223059030018,Shawn Dunagan,782,False,2021-07-26 23:54:54,Olympic gold medalist @ktnago13 is at the #Browns game tonight. @wkyc @WKYCSports https://t.co/WEwJcJTDsW,8,132,False
0,1451328521578614792,kyrie fan club 💫/Rockets Stan 🚀,1941,False,2021-07-26 23:24:18,"Kyrie is:
•NBA champion
•7× NBA All-Star
•World Cup Champion
•World Cup FIBA MVP
•Olympic Gold Medalist
•All-Star G… https://t.co/OVgxhUY7si",2,4,False
0,1451328354989268998,𝐏𝐚𝐩𝐢𝐫𝐚𝐭𝐞,917,False,2021-07-26 23:23:38,"@BleacherReport Kyrie is:
•NBA champion
•7× NBA All-Star
•World Cup Champion
•World Cup FIBA MVP
•Olympic Gold Meda… https://t.co/mMrwbt0OOx",147,1655,False
0,1451325200616894470,probably buried in trash,402,False,2021-07-26 23:11:06,Watching the Sens game and did not realize Canandian Olympic Team women other than Penny Oleksiak were allowed to attend NHL games,0,4,False
0,1451321906481844232,Bren Connolly 💙,1698,False,2021-07-26 22:58:01,@29Palmateer @Fanscapes1 @matchdaymemory @philharrison192 @robertmdaws @dazhaneygooglem @WSC_magazine @camsell59… https://t.co/i8S8fAIXn8,0,4,False
0,1451316873660755968,𝙎𝙝𝙪𝙗𝙝 ⁶𓅓,10097,False,2021-07-26 22:38:01,"In the 10 years that followed this iconic statement:

2x MVP
10x All-Star
4x Champion
4x Finals MVP
8x All-NBA Firs… https://t.co/N4sWBUyV2L",40,153,False
0,1451314861401690112,CBC Olympics,244778,True,2021-07-26 22:30:01,"Olympic READY 🇨🇦🚨

Canada's National Women's Hockey Team 🏒 is set to face the United States in a nine-game Rivalry… https://t.co/hKmR5s6V7G",8,60,False
0,1451287196594495494,apt613,53942,False,2021-07-26 20:40:05,Folks! We are running a giveaway for free tickets for @CanadaSoccerEN international friendly game this Saturday at… https://t.co/xjxLv54XZ3,1,6,False
0,1451282488832180227,Sergio Mourato,1401,False,2021-07-26 20:21:23,Portugal’s Mixed Doubles Curling Team shared their experience in the Pre Olympic Tournament Event earlier this mont… https://t.co/GEU6CqqVzz,0,4,False
0,1451282048837111808,Lukas Weese,7136,True,2021-07-26 20:19:38,W ICE HOCKEY: @HockeyCanada’s Women’s Olympic Team is participating in a nine game rivalry series against Team USA… https://t.co/mHmJSyxpcW,3,7,False
0,1451231163335462920,Ronan Browne,1961,False,2021-07-26 16:57:26,"Finland with a very impressive 3-0 win against Georgia in Women’s World Cup qualifying group A, ahead of a HUGE gam… https://t.co/8zZCfId495",1,19,False
0,1451199775118802953,Gloucester Dragons 💯 Fun ⚽️,174,False,2021-07-26 14:52:43,Are you excited about the Olympic National Team Celebration Tour ⚽️ match on Saturday?  We are sending a pair of fa… https://t.co/Gw4h9uqL4R,3,10,False
0,1451184396711514115,Mayor Of Mayberry,0,False,2021-07-26 13:51:36,@AmodioMatt Miss you on Jeopardy ~ you brought such fun and excitement to the game!! I hope you know you’re now lik… https://t.co/voFiOjlIFL,0,4,False
0,1451179995833901063,Asterix,102,False,2021-07-26 13:34:07,"@BWFScore Wonderful Revenge Hoki/Koba, only 2 set to crush the Olympic Gold medalist. Welcome to the club Lee/Wang.… https://t.co/zGZo23fJxT",32,108,False
0,1451179066984259595,Dr. Eggman's SPOOKY Sunday Morning 🎃,2413,False,2021-07-26 13:30:25,"The mobile game ""Sonic at the Olympic Games Tokyo 2020"" will shut down on December 15, 2021.",0,13,False
0,1451167406563504136,SportsAid,13293,False,2021-07-26 12:44:05,"#BLACKHISTORYMONTH

Volleyball star Frankie Frize, 16, shares her journey so far...

Receiving her first England ca… https://t.co/EKgzP0dMKX",3,9,False
0,1451143896109621251,Mrs L Line,432,False,2021-07-26 11:10:40,"A group of our little superstars invented a brand new game - pumpkin bowling! 

It was a hard job getting the block… https://t.co/yhEK6FMbdi",3,23,False
0,1451131667112857608,nwantiti,6220,False,2021-07-26 10:22:04,"We were playing name place animal thing and this girl wrote ""Olympic ground"" in place😭😭  I love this game",0,14,False
0,1451098413966057474,Stephen SeventySix,143,False,2021-07-26 08:09:56,"@SydneyOlympicFC @folzey @SydneyFC Congrats Roy!
Hopefully game time will get you back into the A-League, where you… https://t.co/J9kKd3JLoI",0,5,False
0,1451097506406875138,Mick Cooper,857,False,2021-07-26 08:06:20,A few stops to do first… but tonight is actually my *first* ever game at the Olympic Stadium! 😊 https://t.co/se2uqi8K3t,0,4,False
0,1451093398660665350,C.LY梨,278,False,2021-07-26 07:50:00,French rising duo Gicquel/Delrue actually could balance Wang/Huang fast interception from net area in opening game… https://t.co/YWE8PlGTIm,0,5,False
0,1451084252267810820,SonicBoom13561 (Cole) ,911,False,2021-07-26 07:13:40,"Looks like the online for Sonic at the Olympic Games is shutting down, which in a normal case would mean the game a… https://t.co/l8r4YITX2J",14,56,False
0,1451032165274329089,Rage Against the Pusheen,227,False,2021-07-26 03:46:41,"And that all started with him, really. He was a lawyer for the poor, he fought evictions, he taught law, he was a 5… https://t.co/exLhaRTKOZ",0,8,False
0,1451016283969912835,Charlotte Gibson,1471,False,2021-07-26 02:43:35,"And another one! My latest for @espnW: Olympic, Paralympic athletes reflect on how they handle the post-Games blues… https://t.co/wf6hCIz0hk",3,8,False
0,1450960201855606784,Devin Heroux,55533,True,2021-07-27 23:00:44,"CURLING 🥌

One month to go until the Olympic trials in Saskatoon. Wasn’t about to leave Calgary without throwing a… https://t.co/0bnK2ArgJW",16,486,False
0,1450942567793758212,How bout no,64,False,2021-07-27 21:50:40,@TebayCameron @rioferdy5 It was literally the same coaching the whole game. The players finally pulled heads out of… https://t.co/MbQ8881N26,0,6,False
0,1450928559669661696,Olympic FC,2047,False,2021-07-27 20:55:00,"Another game. Another Shannon Brady goal 😎

🎥 @FootballQLD

#NPLQLD https://t.co/iRapcQCK3q",4,13,False
0,1450911775419891713,GF2445,1116,False,2021-07-27 19:48:18,"The game of chess continues for the ice dance Olympic gold medal.
Because Ice Dance is acting like a REAL SPORT. https://t.co/MlCM3wUEvo",0,6,False
0,1450903051435339776,Kira K. Dixon,26991,True,2021-07-27 19:13:38,"While I have your attention (thanks for the love on digest piece) anncmnt:
@jeehaeda and I are taking on the… https://t.co/FMhUlmWn0t",4,77,False
0,1450902547187712000,NintenBOO Deals,125645,False,2021-07-27 19:11:38,"Own a weird piece of history

Tokyo 2020 Olympic Games (Switch) is 50% off / $19.99 lowest price ever

Amazon:… https://t.co/OORYnjbqUB",8,61,False
0,1450865331380146183,Brooks Bratten,11313,True,2021-07-27 16:43:45,"NHL Commissioner Gary Bettman says the League looks at the Stadium Series game in Nashville as a ""relaunch of the s… https://t.co/ZA467bhmEZ",3,50,False
0,1450831798376837128,Jim Watson,160694,True,2021-07-27 14:30:30,.@CANWNT won its first Olympic gold medal in a shootout against Sweden on Aug. 6th. It is an honour to have the tea… https://t.co/TxkQp2YbyB,11,193,False
0,1450796501970653189,Chris Forsberg,83307,True,2021-07-27 12:10:15,Last we saw Jayson Tatum he was producing four 50-point games in 50 days; tying Larry Bird’s records; and winning O… https://t.co/OsiTfNuzuh,12,116,False
0,1450794644879511557,Sonic the Hedgehog Bot,496,False,2021-07-27 12:02:52,The next Sonic sports game will be Dwayne The Rock Johnson  and Sonic at the Olympic Games https://t.co/zxgBOIMFHN,0,4,False
0,1450792279464194052,⚽️Eastern Girls Soccer⚽️,1088,False,2021-07-27 11:53:28,Our final regular season game. Tough one on the road vs the Olympic National division champs. https://t.co/oyO4rdNWbV,0,12,False
0,1450791892665389056,FIG,75934,True,2021-07-27 11:51:56,"Olympic disappointment fuels @c_edrielzxs 🇵🇭, who flew through his qualification at #Kitakyushu2021, posting the be… https://t.co/caFbMSmoSq",151,767,False
0,1450778273911238658,Brisbane Football Review,2192,False,2021-07-27 10:57:49,"FT| Game abandoned on the hour due to tonight's #BNEStorm.

A huge +3 for Olympic who move back into 4th place on t… https://t.co/8R9Jz5iKsq",0,5,False
0,1450752219930763269,HelloJR26 🇲🇾🇵🇸,61,False,2021-07-27 09:14:17,First ever match together and played very well. Very nice game to olympic champions 👏 Great Job comeback stronger i… https://t.co/hSTzVYSY6a,3,6,False
0,1450751913280999429,Bella,713,False,2021-07-27 09:13:04,Goh V Shem and Low Juan Shen is still a new pair so hope they'll improve more in the future 💪but still going agains… https://t.co/QbnA3SqNNR,3,25,False
0,1450706122734641153,Bun,166,False,2021-07-27 06:11:07,@br_olympic @Reinforce No team based game will ever come close to that level of insane team interdependency.,0,16,False
0,1450670810838880256,Anthony DiCicco,9382,False,2021-07-27 03:50:48,"What we need is a primordial ooze. We need an ecosystem that can give life to dreams. Not just elite dreams, not ju… https://t.co/mzelPekGKP",0,6,False
0,1450638332338196481,Erich Schmidt,296,False,2021-07-27 01:41:44,@ClayTroia They are playing a very aggressive style of hockey and Granato is playing the players to their strengths… https://t.co/xDXRd090va,0,9,False
0,1450593400542085123,Olympic Athletics,1451,False,2021-07-27 22:43:12,Olympic Volleyball got the victory against Berry in the first round of the SoMeck Conference Tournament in a game t… https://t.co/QgSnf9GS7O,1,9,False
0,1450589683667320832,John Glennon,23016,True,2021-07-27 22:28:25,"Honorary 12th #Titan for game this Sunday: Former Olympic gold medalist Shawn Johnson.
Anthem/halftime singer: Coun… https://t.co/9q7yTALe9b",0,17,False
0,1450572060439166977,DEVINTHELAB,3030,False,2021-07-27 21:18:24,My advice is …76ers BET NOT put simmons in the game lol…it might get real wild….but ….my hood olympic instigator in… https://t.co/FAI1ve0AtH,8,79,False
0,1450552715986280453,✨💞✨💞✨💞✨💞✨💞,26829,False,2021-07-27 20:01:32,My block game on Olympic cause ain’t nobody draining my energy https://t.co/zm47fC7Poq,1,6,False
0,1450536385816010765,Madrid Zone,152732,False,2021-07-27 18:56:38,"""No Super League, shame on you"" banner displayed in Kyiv's Olympic Stadium tonight for Real Madrid's #UCL game vs S… https://t.co/WJvKQLAHOA",25,551,False
0,1450514804997861388,Jonty Colman,2129,False,2021-07-27 17:30:53,"Team GB Olympic and Paralympic summer medal winners Eilidh McIntyre, Lauren Steadman and Declan Brooks are here ahe… https://t.co/fY8nMO75aN",0,6,False
0,1450510807859597315,Portsmouth FC,154283,True,2021-07-27 17:15:00,"🥇 @McintyreEilidh
🥇 @LaurenSteadman
🥉 @declanbrooksbmx

💙 Great to have three of #Pompey’s Olympic and Paralympic a… https://t.co/3arIWY5sRE",5,57,False
0,1450506164920221698,Casj,198,False,2021-07-27 16:56:33,@sparkthatelle @himtuition Lmao that’s what I was thinking cos my block game Olympic level and that’s  on #dblvirgo,0,33,False
0,1450496127233576960,Rush🎃,339,False,2021-07-27 16:16:40,"Okay Sonic fans! Gimme your
First game: Sonic the Hedgehog (1991)
Last game: Sonic at The Olympic Games - Tokyo 202… https://t.co/RcZbZM8G1T",0,5,False
0,1450482210780426243,Henkel,21269,True,2021-07-27 15:21:22,"Carsten Knobel meets @timoboll 🏓 Last week, our Henkel #CEO welcomed the multiple Olympic medalist &amp; world-renowned… https://t.co/WXRnlCvHZ0",0,8,False
0,1450481345935851524,@WiffleBreakers,1671,False,2021-07-27 15:17:56,Juan Soto article from the Washington Post today. Soto gave away his All-Star Game and Derby bonuses to Dominican R… https://t.co/6GYCn4RDi5,13,93,False
0,1450455190625157120,吴鹏 Wu Peng,11958,False,2021-07-27 13:34:00,"The Olympic flame🔥 has been lit at the birth place in Ancient Olympia, #Greece. Its 2nd journey to #China has been… https://t.co/g0YBmZ2z9l",3,15,False
0,1450445393918058499,Cheap Ass Gamer,440197,True,2021-07-27 12:55:04,Pre-Played Tokyo 2020 Olympic Games (PS4/S/X1) $17.99 via Gamefly. Includes Everything the Game Originally Came Wit… https://t.co/IBP3tzu4N1,0,17,False
0,1450431400306364421,Baseball by BSmile,51139,False,2021-07-27 11:59:28,40 Years Ago Today: Rick Monday hits a ninth-inning HR to give the Los Angeles #Dodgers a 2-1 lead in #NLCS Game 5… https://t.co/A7xsabxevw,33,153,False
0,1450425666692730881,WA Hall of Champions,12,False,2021-07-27 11:36:41,Aran Zalewski co-captained the Kookaburras back to the Olympic podium as one of the most reliable players in the ga… https://t.co/jd1JQmmhPu,2,10,False
0,1450423585701433347,Ng Tze Yong 🇲🇾,13,False,2021-07-27 11:28:25,Playing rubber game with olympic medallist already fantastic!! congrats to both team ✨🇲🇾🇮🇩,2,4,False
0,1450410016054390787,Stewart Lewis,2928,False,2021-07-27 10:34:29,@JamesFinbow @Cyncoed15 @microphonemayne I believe our claim is being the only English side to beat Bayern in a com… https://t.co/kkhxF0HGsc,0,4,False
0,1450390197233881092,P.i.y.u(✿^‿^),193,False,2021-07-27 09:15:44,Koi Olympic ka game ho rha h kya 🥴🥴. .. destroying game lol ... Stupid morons games of bb 😂 .. youth go focus on re… https://t.co/SRau0ZnuIE,1,5,False
0,1450389274692628484,BBC Sport Wales,108929,True,2021-07-27 09:12:04,Olympic Sevens gold-winning head coach Gareth Baber will take charge of Fiji for the autumn internationals which wi… https://t.co/ASjutGmZyX,2,12,False
0,1450387896838598658,ENBL,346,False,2021-07-27 09:06:36,"We are at Valmiera Olympic Centre! 🏀

Hosts @vgvia_basket are ready to take on guests from Poland @Anwil_official .… https://t.co/cqWcFGBGsO",4,30,False
0,1450358553835982851,N64Ever,218,False,2021-07-27 07:10:00,Olympic Hockey 98 is just an olympic game skin of Wayne's Gretzsky 3D Hockey 98. A 70€ DLC... https://t.co/Y3Nddy9Lzw,0,5,False
0,1450325755443900422,Angel,592,False,2021-07-27 04:59:40,Yes Beijing Olympic is no genocide game https://t.co/aWoru8SbRM,0,4,False
0,1450251938080038913,Sonic the Hedgehog Bot,496,False,2021-07-27 00:06:21,@ZeGamingCuber16 The next Sonic sports game will be Tails  and Sonic at the Olympic Games https://t.co/ZOvFb0UeIH,0,4,False
0,1450231692153823232,CBC Olympics,244778,True,2021-07-27 22:45:54,Make sure to follow @Devin_Heroux &amp; @sarahjenkinsxo for all the sights and sounds from tonight's @HC_Women game 🇨🇦… https://t.co/tuUceaHoos,2,22,False
0,1450230562904584194,Sportsnet,839690,True,2021-07-27 22:41:24,"Edmonton Oilers defenceman Darnell Nurse has a real shot to push for a spot on the Canadian Olympic team. 

Nurse i… https://t.co/lRaYsD9mlR",7,60,False
0,1450222607886868481,Piper Athletic Dept,926,False,2021-07-27 22:09:48,"Final: Piper 50 Taravella 3

The Bengals travel to Olympic Heights (Boca) on Thursday to take on the Lions in a dis… https://t.co/E083UhwlSG",2,10,False
0,1450217672411656197,Aksarben Curling 🥌,843,False,2021-07-27 21:50:11,"Hey there, #Twitterspiel! Coming to the US Olympic #Curling Trials in Omaha? We're hosting a friendly curling mixer… https://t.co/QiU84FPdH9",10,18,False
0,1450210212346941443,TheFirstMint,64714,False,2021-07-27 21:20:32,"WNBA REWARD PROFILE: @ecambage🇦🇺 

Season:
🏀3rd Points, 2nd in Rebounds for @LVAces
🥉Semi Final Loss

Career:
🌟4x W… https://t.co/ME5DE4fUEr",1,16,False
0,1450195173741322240,Play to Earn Online Magazine,14761,False,2021-07-27 20:20:47,"Animoca Brands and Nway are working on #playtoearn games based on the Olympics! 

Pretty cool stuff, and those NFT… https://t.co/szC4UQZJF0",17,60,False
0,1450171386735968256,Sonic the Hedgehog Bot,496,False,2021-07-27 18:46:16,@Rasby_taken The next Sonic sports game will be Pucci  and Sonic at the Olympic Games https://t.co/jZoxh68fhV,3,43,False
0,1450169318356885507,Cox Mill Athletics,2744,False,2021-07-27 18:38:02,Game Day for @CoxMillSoccerM as they travel to Olympic for a non-conference make up game. #BuiltAtTheMill… https://t.co/4BPBN1J9FK,0,4,False
0,1450167869447233537,Meaghen Johnson,1206,False,2021-07-27 18:32:17,"Deanne Rose talked about her penalty in the Olympic gold medal game, where if you'll recall, she fired it into the… https://t.co/NS22rYg5Lm",3,26,False
0,1450118075974668296,Tseten Tashi,34,False,2021-07-27 15:14:25,"@freetibetorg This Olympic flame is meaningless if that burns for an autocrat regime. Shame on IOC, stop this game of genocide.",4,33,False
0,1450115916247801856,👻Spooky Tort🎃,376,False,2021-07-27 15:05:50,@Dawn_Of_Horizon @realUnL1k3 @ThatRandomRudra @aidendelaney95 @pcgamer You'd win gold at the mental gymnastics Olym… https://t.co/QvXq6gb3rS,0,6,False
0,1450109120128897024,Bryan Abril,904,False,2021-07-27 14:38:50,"The misses should be very very very worried. I ain’t playing when it comes to my hip thrust game, strokes with maxi… https://t.co/3DOG5uCRdT",1,8,False
0,1450106896757702658,Bally Sports Sun: HEAT,74971,True,2021-07-27 14:30:00,"""Anytime you have a chance to represent your nation and your people, it means the world"" 🇳🇬

@iamgabevincent2 share… https://t.co/uCl9E5iJ6I",3,36,False
0,1450103572276854784,High School Hype Reels,131,False,2021-07-27 14:16:47,"More from South Meck's epic game with Olympic.  RISE student video of the game-winning field goal.
@SM_Sabres… https://t.co/jC949pULmw",0,12,False
0,1450088338786971649,Sonic the Hedgehog Bot,496,False,2021-07-27 13:16:15,@DatMLGSonic The next Sonic sports game will be Caesar  and Sonic at the Olympic Games https://t.co/9gSw3dE9NE,1,22,False
0,1450086228213305346,Belle Wood,133,False,2021-07-27 13:07:52,"@jurisdog @TankSchottle it's twitter,pointing out that criticizing a Special Olympic Athlete's typo is an asshole move is also fair game.",0,17,False
0,1450082892231503885,Rajeev,65,False,2021-07-27 12:54:37,"@bkartic @ANI So you mean India should pull out from all the tournament where pakistan is playing? World cup, asia… https://t.co/dKexNGvhAt",0,6,False
0,1450055611136106501,Sonic the Hedgehog Bot,496,False,2021-07-27 11:06:13,@Minish900 The next Sonic sports game will be Kiryu  and Sonic at the Olympic Games https://t.co/BWJlnpq9Q1,0,5,False
0,1450042869260058628,JB,1802,False,2021-07-27 10:15:35,@aidilarazak It was so sad and heartbreaking Game 5. Last time i was that sad was watching Lee Chong Wei in Olympic… https://t.co/zhWJOw75R7,0,9,False
0,1450014552326918150,巴丢草 Badiucao💉💉,82363,True,2021-07-27 08:23:03,"🤮 no rights no game
we dont want another Nazi Olympic https://t.co/r2zKD55qGL",9,35,False
0,1449988599571783683,Helsinki Red Room ❤⚪⚫,1702,False,2021-07-27 06:39:56,"A original press picture from Finland - England match on May 20, 1956. England won the friendly game 1-5 at the Oly… https://t.co/7PYYTDmxUD",3,10,False
0,1449952141901279234,Ms. P.,172,False,2021-07-27 04:15:04,"@Justine_Brown @Candace_Parker Candace Parker's resume:

◽️ 2x WNBA Champion
◽️ #WNBAFinals MVP, 2016
◽️ 2x WNBA MV… https://t.co/x1WmopzG9k",0,15,False
0,1449945655884099584,Ms. P.,172,False,2021-07-27 03:49:17,"@JustinTinsley Candace Parker's resume:

◽️ 2x WNBA Champion
◽️ #WNBAFinals MVP, 2016
◽️ 2x WNBA MVP
◽️ 6x WNBA All… https://t.co/obdsxz6aF0",1,4,False
0,1449945061114929155,Ms. P.,172,False,2021-07-27 03:46:55,"@NBAonTNT @Candace_Parker Candace Parker's resume:

◽️ 2x WNBA Champion
◽️ #WNBAFinals MVP, 2016
◽️ 2x WNBA MVP
◽️… https://t.co/q2VVXJCZ72",1,5,False
0,1449938365055373316,NBC Olympics,1102848,True,2021-07-27 03:20:19,"Olympian sighting at tonight's @SNFonNBC game 🏈

10-time Olympic medalist @arschmitty continued our celebration of… https://t.co/7oypNAc2eX",23,261,False
0,1449934779143622659,Dani,403,False,2021-07-27 03:06:04,"In fact, at least half the team has been injured this season. But did anyone predict a 10 game winning streak post… https://t.co/emvmDABvu0",0,6,False
0,1449930374587420672,Kristo Kentang udah vaksin (YUK VAKSIN),417408,True,2021-07-27 02:48:34,"In 1943, Germany has one of the worst economy gap in the world. So the crazy rich people there made an Olympic game… https://t.co/b5kveDtPZY",6,137,False
0,1449896259364532225,Sports Spectrum,25744,False,2021-07-27 00:33:00,This past week on Get in the Game podcast we were joined by former Olympic skater Scott Hamilton (@ScottHamilton84)… https://t.co/kJFMlhhAwl,2,17,False
0,1449887536902508549,Sunday Night Football on NBC,936630,True,2021-07-27 23:58:21,"#TokyoOlympics ➡️ Sunday Night Football 🏈

@miketirico and 10-time Olympic medalist @arschmitty met up ahead of ton… https://t.co/Mgx7KTq18h",26,420,False
0,1449884753965031430,NBC Olympics,1102848,True,2021-07-27 23:47:17,"Look who's at tonight's @SNFonNBC game 👀

10-time Olympic medalist @arschmitty is getting a behind-the-scenes look… https://t.co/10Cz4dBiYp",13,151,False
